"","idx","script","speaker","time_from","time_to"
"1271","1058","절대 못 알아냈을 거요",NA,"01:14:49,067","01:14:51,153"
"1272","1059","조디악이 아니라면? 그건 관심이나 있소?",NA,"01:14:51,320","01:14:53,447"
"1273","1060","당신 때문에 리버사이드의 수사가 틀어졌다면?",NA,"01:14:53,614","01:14:56,950"
"1274","1061","난 놈을 끌어내려고 노력하고 있는 거요",NA,"01:14:57,117","01:14:59,786"
"1275","1062","우린 한배를 탔소 ",NA,"01:14:59,953","01:15:02,706"
"1276","1062","아니, 절대!",NA,"01:14:59,953","01:15:02,706"
"1277","1063","신문사 이익엔 관심 없으니까 ",NA,"01:15:02,873","01:15:07,044"
"1278","1063","놈이 날 죽이겠다고 편지를 보냈소",NA,"01:15:02,873","01:15:07,044"
"1279","1064","1년 반이나 지났소 놈을 안 잡을 거요?",NA,"01:15:07,211","01:15:11,131"
"1280","1065","엿 먹어! ",NA,"01:15:15,052","01:15:17,304"
"1281","1065","기꺼이",NA,"01:15:15,052","01:15:17,304"
"1282","1066","나한테 전화했어야 했어",NA,"01:15:17,471","01:15:19,473"
"1283","1067","고맙소",NA,"01:15:24,978","01:15:26,647"
"1284","1068","'리버사이드 살인 새로운 단서'",NA,"01:15:29,983","01:15:34,988"
"1285","1069","봤어? ",NA,"01:15:39,493","01:15:41,161"
"1286","1069","불행히도!",NA,"01:15:39,493","01:15:41,161"
"1287","1070","정신병자들만 신났군",NA,"01:15:41,328","01:15:44,122"
"1288","1071","내가 조디악이에요 ",NA,"01:15:44,957","01:15:47,834"
"1289","1071","사람들을 어떻게 죽였죠?",NA,"01:15:44,957","01:15:47,834"
"1290","1072","총으로요 아니, 망치로요",NA,"01:15:48,001","01:15:50,879"
"1291","1073","그가 공무원이라고 말하라고 했어요",NA,"01:15:51,046","01:15:53,966"
"1292","1074","누가 시켰는데요? ",NA,"01:15:54,132","01:15:56,969"
"1293","1074","그건 말 못해요",NA,"01:15:54,132","01:15:56,969"
"1294","1075","안드레 같은 놈만이",NA,"01:15:57,135","01:15:59,221"
"1295","1076","희생자들 손목을 자르고도 남아요",NA,"01:15:59,388","01:16:01,682"
"1296","1077","조디악은 손을 안 잘랐어요",NA,"01:16:01,848","01:16:04,101"
"1297","1078","확실해요? ",NA,"01:16:04,268","01:16:06,019"
"1298","1078","네",NA,"01:16:04,268","01:16:06,019"
"1299","1079","트래비스와 난 10년을 같이 일했는데",NA,"01:16:06,186","01:16:08,730"
"1300","1080","그가 발을 다치고 난 후로 살인이 시작됐죠",NA,"01:16:08,897","01:16:12,568"
"1301","1081","우연일까요?",NA,"01:16:12,734","01:16:13,902"
"1302","1082","몰라요 ",NA,"01:16:14,069","01:16:16,488"
"1303","1082","경찰이 그것도 몰라?",NA,"01:16:14,069","01:16:16,488"
"1304","1083","폴 에이버리가 살인자란 생각 안 들어요?",NA,"01:16:20,951","01:16:24,246"
"1305","1084","자주요",NA,"01:16:24,413","01:16:25,789"
"1306","1085","술에 취해서는",NA,"01:16:26,081","01:16:27,833"
"1307","1086","책에 적혀있는 대로 죽이겠다고 했어요",NA,"01:16:28,000","01:16:31,253"
"1308","1087","총구에 플래시 달아서 밤에도 사람 죽인다며",NA,"01:16:31,420","01:16:35,424"
"1309","1088","그렇게 말했어요?",NA,"01:16:35,591","01:16:36,842"
"1310","1089","'8개월 후 ",NA,"01:16:37,467","01:16:38,677"
"1311","1089","캘리포니아, 토런스'",NA,"01:16:37,467","01:16:38,677"
"1312","1090","어떻게 완전 범죄를 저지를 거냐고 물었더니",NA,"01:16:38,844","01:16:40,554"
"1313","1091","이랬어요, ""동기가 없으니까 잡힐 일 없어""",NA,"01:16:40,721","01:16:44,683"
"1314","1092","경찰에 편지 보내고 조디악이란 이름으로 현혹할 거라고",NA,"01:16:44,850","01:16:48,687"
"1315","1093","리는 놀리는 걸 좋아했죠 ",NA,"01:16:48,854","01:16:52,733"
"1316","1093","정말 조디악이라고 했어요?",NA,"01:16:48,854","01:16:52,733"
"1317","1094","네, 멍청한 이름이라고 했더니",NA,"01:16:52,899","01:16:56,528"
"1318","1095","막 화를 내면서 상관없다고 했어요",NA,"01:16:56,695","01:16:59,531"
"1319","1096","오래 생각했으니 그 이름을 그대로 사용하겠다면서",NA,"01:16:59,698","01:17:02,868"
"1320","1097","오랫동안 생각한 거 같았어요?",NA,"01:17:03,035","01:17:06,246"
"1321","1098","학교에서 잘린 거에 화나 있었거든요",NA,"01:17:06,413","01:17:09,708"
"1322","1099","스쿨버스 타이어를 터뜨리고",NA,"01:17:09,875","01:17:12,836"
"1323","1100","애들을 죽이겠다는 소리도 했고요",NA,"01:17:13,003","01:17:15,297"
"1324","1101","정말 그렇게 말했어요? ",NA,"01:17:15,464","01:17:19,134"
"1325","1101","그래서 기억하는 거예요",NA,"01:17:15,464","01:17:19,134"
"1326","1102","끔찍해서 그 후론 다신 안 만났죠",NA,"01:17:19,301","01:17:23,847"
"1327","1103","리의 취미가 스킨다이빙이에요",NA,"01:17:24,014","01:17:26,183"
"1328","1104","그 호수에도 자주 갔었는걸요",NA,"01:17:26,600","01:17:28,769"
"1329","1105","베리에사 호수? 같이 갔었어요?",NA,"01:17:28,935","01:17:31,104"
"1330","1106","두어 번요, 그 근처로 낚시를 갔었죠",NA,"01:17:31,271","01:17:34,858"
"1331","1107","언제 확신이 들었는지 말해 ",NA,"01:17:35,025","01:17:39,154"
"1332","1107","1년 전쯤 신문에서",NA,"01:17:35,025","01:17:39,154"
"1333","1108","조디악 기사를 읽고는",NA,"01:17:39,321","01:17:41,698"
"1334","1109","단번에 알겠더군요 경찰에도 연락했죠",NA,"01:17:41,865","01:17:44,534"
"1335","1110","근데 무시당했죠 ",NA,"01:17:44,701","01:17:47,704"
"1336","1110","조디악 얘길 들은 게",NA,"01:17:44,701","01:17:47,704"
"1337","1111","1968년 1월 1일이",NA,"01:17:47,871","01:17:50,207"
"1338","1112","확실해요?",NA,"01:17:50,374","01:17:54,294"
"1339","1113","틀림없어요",NA,"01:17:54,461","01:17:56,004"
"1340","1114","1월 20일에 새 직장 때문에 LA로 옮겼거든요",NA,"01:17:56,171","01:18:00,967"
"1341","1115","<i>",NA,"01:18:01,134","01:18:03,637"
"1342","1115","글쎄, 그 사람은...</i> <i>",NA,"01:18:01,134","01:18:03,637"
"1343","1115","아서 리 앨런</i>",NA,"01:18:01,134","01:18:03,637"
"1344","1116","정초에 낚시 친구한테 살인 계획을 말했다?",NA,"01:18:03,804","01:18:07,808"
"1345","1117","모르지, 화가 나 있고 술에 취했으니까",NA,"01:18:07,974","01:18:10,310"
"1346","1118","당연히 그럴 수 있어",NA,"01:18:10,477","01:18:12,979"
"1347","1119","체니는 왜 진작 신고 안 했지?",NA,"01:18:13,146","01:18:15,357"
"1348","1120","했어",NA,"01:18:15,524","01:18:17,025"
"1349","1121","경찰 통화 기록을 확인했는데",NA,"01:18:17,192","01:18:20,320"
"1350","1122","처음 전화한 게 70년 1월 10일이야",NA,"01:18:20,487","01:18:24,074"
"1351","1123","앨런한테 개인적 원한이 있다면?",NA,"01:18:24,241","01:18:27,327"
"1352","1124","그건 확인해보겠지만 느낌이 와",NA,"01:18:27,494","01:18:32,249"
"1353","1125","필체 샘플을 구해보자",NA,"01:18:32,833","01:18:35,001"
"1354","1126","셔우드가 샘플을 받았는데...",NA,"01:18:36,503","01:18:39,798"
"1355","1127","뭐 먹어? ",NA,"01:18:39,965","01:18:42,384"
"1356","1127","샌드위치",NA,"01:18:39,965","01:18:42,384"
"1357","1128","수표 용지 글씨는 단정 짓기 힘들고",NA,"01:18:44,261","01:18:47,097"
"1358","1129","지원서 글씨로는 일치, 불일치를",NA,"01:18:47,264","01:18:49,933"
"1359","1130","말하기 힘들대",NA,"01:18:50,100","01:18:51,768"
"1360","1131","애매하네 ",NA,"01:18:51,935","01:18:55,272"
"1361","1131","샘플이 더 필요해",NA,"01:18:51,935","01:18:55,272"
"1362","1132","게다가 그 자식, 변태야 지원서를 보내준 쪽에서 말하길",NA,"01:18:55,814","01:19:00,318"
"1363","1133","아이들한테 손댔다가 해고됐던 거래",NA,"01:19:00,485","01:19:03,155"
"1364","1134","손을 대? ",NA,"01:19:03,321","01:19:06,408"
"1365","1134","아동 성추행",NA,"01:19:03,321","01:19:06,408"
"1366","1135","어떡할까? ",NA,"01:19:07,159","01:19:10,412"
"1367","1135","전화 좀 해보자",NA,"01:19:07,159","01:19:10,412"
"1368","1136","감자튀김 먹어도 돼? ",NA,"01:19:10,579","01:19:13,081"
"1369","1136","먹어",NA,"01:19:10,579","01:19:13,081"
"1370","1137","<i>우리가 보낸 조디악</i> <i>편지 살펴보셨어요?</i>",NA,"01:19:13,248","01:19:17,002"
"1371","1138","네, 꽤 섬뜩하더군요 <i>",NA,"01:19:17,169","01:19:20,547"
"1372","1138","압니다</i>",NA,"01:19:17,169","01:19:20,547"
"1373","1139","앨런처럼요",NA,"01:19:20,714","01:19:23,049"
"1374","1140","철자를 그렇게 틀리게 쓰는 걸 재밌다고 생각해요",NA,"01:19:23,216","01:19:25,886"
"1375","1141","필체는요?",NA,"01:19:26,052","01:19:27,471"
"1376","1142","<i>글쎄요, 그거 알아보는</i> <i>전문가 있잖아요?</i>",NA,"01:19:27,637","01:19:30,432"
"1377","1143","필적 감정가는 확실치 않대요",NA,"01:19:30,599","01:19:33,602"
"1378","1144","다른 손으로 썼을지도 모르죠",NA,"01:19:33,769","01:19:35,687"
"1379","1145","<i>다른 손으로 썼다기엔</i> <i>글씨가 너무 깨끗해요</i>",NA,"01:19:35,854","01:19:39,733"
"1380","1146","앨런은 달라요 ",NA,"01:19:39,900","01:19:42,277"
"1381","1146","무슨 소리죠?",NA,"01:19:39,900","01:19:42,277"
"1382","1147","<i>양손잡이라서 글씨를</i> <i>양손으로 써요, 몰랐어요?</i>",NA,"01:19:42,444","01:19:46,990"
"1383","1148","평소엔 왼손을 써요",NA,"01:19:47,157","01:19:49,493"
"1384","1149","입사 원서, 편지 등등",NA,"01:19:49,659","01:19:52,496"
"1385","1150","하지만 조디악 편지는 오른손으로 써서",NA,"01:19:52,662","01:19:55,332"
"1386","1151","완전히 다른 필체를 만들어내는 거죠",NA,"01:19:55,499","01:19:59,127"
"1387","1152","만나봐야겠어요 ",NA,"01:19:59,294","01:20:01,588"
"1388","1152","어딨어?",NA,"01:19:59,294","01:20:01,588"
"1389","1153","벌레이오 정유공장요 동생도 거기 있대요",NA,"01:20:01,755","01:20:05,467"
"1390","1154","둘 다 만나봐 뮬라넥스 경사한테 미리 알리고",NA,"01:20:05,634","01:20:09,429"
"1391","1155","리버사이드처럼 기자한테 떠벌리면요?",NA,"01:20:09,596","01:20:12,599"
"1392","1156","협동! 가장 중요한 거죠",NA,"01:20:12,891","01:20:15,435"
"1393","1157","'1일 후 ",NA,"01:20:18,271","01:20:22,442"
"1394","1157","캘리포니아, 로데오 1971년 8월 4일'",NA,"01:20:18,271","01:20:22,442"
"1395","1158","저 안에서 말하세요",NA,"01:20:25,403","01:20:27,030"
"1396","1159","자판기는 고장이에요",NA,"01:20:27,197","01:20:29,741"
"1397","1160","불러오죠",NA,"01:20:30,325","01:20:32,285"
"1398","1161","어떤 식으로 할까요?",NA,"01:20:33,495","01:20:35,789"
"1399","1162","제보자들 만난 빌이 심문을 주도해야죠",NA,"01:20:35,956","01:20:38,792"
"1400","1163","그러죠",NA,"01:20:39,626","01:20:41,336"
"1401","1164","앨런 씨, 빌 암스트롱 형사입니다 토스키 형사와",NA,"01:20:55,100","01:20:58,770"
"1402","1165","뮬라넥스 경사",NA,"01:20:58,937","01:21:00,605"
"1403","1166","조디악 살인 사건을 수사하고 있죠",NA,"01:21:00,772","01:21:04,985"
"1404","1167","앉으세요",NA,"01:21:05,443","01:21:07,153"
"1405","1168","제보에 의하면 당신이 최초의 조디악 살인 사건",NA,"01:21:15,787","01:21:18,456"
"1406","1169","11개월 전에 수상한 말을 했는데",NA,"01:21:18,623","01:21:21,126"
"1407","1170","사실이면 의심의 소지가 충분해요",NA,"01:21:21,293","01:21:23,837"
"1408","1171","그런 대화를 나눴습니까? ",NA,"01:21:24,004","01:21:27,007"
"1409","1171","아뇨",NA,"01:21:24,004","01:21:27,007"
"1410","1172","조디악에 대해 알고 계세요?",NA,"01:21:27,173","01:21:29,759"
"1411","1173","신문에서 읽었는데 신경 안 썼어요",NA,"01:21:29,926","01:21:33,054"
"1412","1174","왜죠?",NA,"01:21:33,221","01:21:34,639"
"1413","1175","끔찍해서요",NA,"01:21:34,806","01:21:36,600"
"1414","1176","다른 형사한테도 벌써 말했는걸요",NA,"01:21:36,766","01:21:38,852"
"1415","1177","그게 누구죠? ",NA,"01:21:39,811","01:21:42,063"
"1416","1177","벌레이오 형사요",NA,"01:21:39,811","01:21:42,063"
"1417","1178","이름 기억해요?",NA,"01:21:43,398","01:21:45,025"
"1418","1179","아뇨, 하지만 호숫가 사건 직후였어요",NA,"01:21:45,191","01:21:48,528"
"1419","1180","뭐라고 말했죠?",NA,"01:21:48,695","01:21:51,156"
"1420","1181","그 주말에 다른 호수에 스킨다이빙 갔다고요",NA,"01:21:53,074","01:21:57,787"
"1421","1182","혼자 갔는데 거기서 커플을 만났고요",NA,"01:21:57,954","01:22:00,665"
"1422","1183","이름 적어뒀으니 필요하면 말해요",NA,"01:22:01,124","01:22:03,293"
"1423","1184","부탁해요, 아서 ",NA,"01:22:03,460","01:22:06,379"
"1424","1184","리!",NA,"01:22:03,460","01:22:06,379"
"1425","1185","네? ",NA,"01:22:06,546","01:22:11,259"
"1426","1185","아서라고 부르는 사람은 없거든요",NA,"01:22:06,546","01:22:11,259"
"1427","1186","또 그날 이웃 사람이 날 봤어요",NA,"01:22:12,218","01:22:15,347"
"1428","1187","4시쯤이었는데 다른 형사한테는 잊고 말 못했죠",NA,"01:22:15,513","01:22:19,559"
"1429","1188","이웃 이름이? ",NA,"01:22:19,726","01:22:22,354"
"1430","1188","빌 화이트",NA,"01:22:19,726","01:22:22,354"
"1431","1189","1주일 후에 죽었어요",NA,"01:22:23,563","01:22:25,440"
"1432","1190","심장 마비요 그래서 다시 말 안 했어요",NA,"01:22:25,607","01:22:28,985"
"1433","1191","차 안에 있던 피 묻은 칼은",NA,"01:22:30,904","01:22:33,406"
"1434","1192","저녁거리로 잡은 닭의 피예요",NA,"01:22:33,573","01:22:36,368"
"1435","1193","네? ",NA,"01:22:39,704","01:22:42,415"
"1436","1193","차에 칼이 있었어요",NA,"01:22:39,704","01:22:42,415"
"1437","1194","빌이 그걸 보고는 신고했을 거예요",NA,"01:22:42,582","01:22:46,920"
"1438","1195","그것도 확인해보죠",NA,"01:22:47,629","01:22:50,048"
"1439","1196","하나 물어봅시다",NA,"01:22:50,215","01:22:52,092"
"1440","1197","1966년에 캘리포니아 남부에 갔었소?",NA,"01:22:52,258","01:22:56,638"
"1441","1198","리버사이드 살인 말인가요?",NA,"01:22:56,805","01:22:58,848"
"1442","1199","그렇소",NA,"01:22:59,015","01:23:00,725"
"1443","1200","그쯤에 거기 갔었죠 사실 자주 갔었어요",NA,"01:23:00,892","01:23:04,688"
"1444","1201","자동차 경주를 좋아하거든요",NA,"01:23:04,854","01:23:07,190"
"1445","1202","제보자 말로는 양손잡이시라고?",NA,"01:23:10,860","01:23:13,279"
"1446","1203","아뇨, 아녜요",NA,"01:23:13,446","01:23:15,198"
"1447","1204","양손으로 글 못써요?",NA,"01:23:15,365","01:23:17,742"
"1448","1205","써보려고 했지만 안 됐어요",NA,"01:23:18,952","01:23:21,204"
"1449","1206","난 왼손잡이에요",NA,"01:23:21,371","01:23:24,040"
"1450","1207","학생들을 죽이겠단 말을 했다는데?",NA,"01:23:24,207","01:23:27,627"
"1451","1208","어떻게 그런",NA,"01:23:29,129","01:23:31,381"
"1452","1209","끔찍한 말을 해요?",NA,"01:23:31,548","01:23:33,967"
"1453","1210","학생들한테 손대서",NA,"01:23:34,134","01:23:37,262"
"1454","1211","해고된 게 화났었죠?",NA,"01:23:37,429","01:23:39,389"
"1455","1212","난 조디악이 아녜요",NA,"01:23:48,982","01:23:51,317"
"1456","1213","만약 그렇다고 해도 말하진 않겠죠",NA,"01:23:51,651","01:23:54,863"
"1457","1214","시계 멋지군요",NA,"01:23:57,157","01:23:59,409"
"1458","1215","고마워요 ",NA,"01:24:00,493","01:24:02,537"
"1459","1215","좀 볼까요?",NA,"01:24:00,493","01:24:02,537"
"1460","1216","풀어봐요",NA,"01:24:04,998","01:24:06,666"
"1461","1217","어디서 났죠?",NA,"01:24:17,886","01:24:19,054"
"1462","1218","'조디악'",NA,"01:24:19,220","01:24:20,221"
"1463","1219","2년 전에 어머니가 성탄절 선물로 주셨어요",NA,"01:24:20,388","01:24:22,557"
"1464","1220","좋군요",NA,"01:24:22,724","01:24:24,184"
"1465","1221","말해봐요, 아서",NA,"01:24:24,350","01:24:26,686"
"1466","1222","조디악과 관련해서 대화한 적이 없어요?",NA,"01:24:27,187","01:24:31,858"
"1467","1223","테드나 필과 말했을지도 몰라요",NA,"01:24:33,485","01:24:39,783"
"1468","1224","확실하진 않아요 옛날 동료들인데...",NA,"01:24:40,033","01:24:43,995"
"1469","1225","'위험한 게임'",NA,"01:24:47,874","01:24:50,418"
"1470","1226","네? ",NA,"01:24:51,377","01:24:53,338"
"1471","1226","'위험한 게임'",NA,"01:24:51,377","01:24:53,338"
"1472","1227","그거 때문에 온 거죠? 고등학교 때 가장 좋아한 책이에요",NA,"01:24:53,505","01:24:57,008"
"1473","1228","자기 섬에서 난파선을 기다리는 남자 얘긴데",NA,"01:24:57,175","01:25:00,678"
"1474","1229","짐승 사냥에 싫증 나선 사람을 사냥하죠",NA,"01:25:00,845","01:25:04,182"
"1475","1230","""인간은 세상에서 가장 위험한 동물이다""?",NA,"01:25:04,349","01:25:07,685"
"1476","1231","그게 그 책의 주제죠",NA,"01:25:08,561","01:25:10,688"
"1477","1232","명작이에요",NA,"01:25:11,731","01:25:13,066"
"1478","1233","필한테 그렇게 말했죠",NA,"01:25:14,275","01:25:16,945"
"1479","1234","가도 돼요?",NA,"01:25:22,575","01:25:24,410"
"1480","1235","그럼요",NA,"01:25:27,455","01:25:28,832"
"1481","1236","시간 내줘서 고마워요 ",NA,"01:25:33,378","01:25:37,215"
"1482","1236","언제든 필요하면 도와드려야죠",NA,"01:25:33,378","01:25:37,215"
"1483","1237","경찰이 짭새라고",NA,"01:25:37,757","01:25:39,634"
"1484","1238","불리지 않는 날이 빨리 왔으면 좋겠네요",NA,"01:25:39,801","01:25:43,555"
"1485","1239","고마워요",NA,"01:25:44,347","01:25:46,099"
"1486","1240","또 연락하죠",NA,"01:25:46,641","01:25:48,143"
"1487","1241","계속 캐볼 필요가 있다고 생각하는 사람?",NA,"01:26:00,071","01:26:03,783"
"1488","1242","조디악 킬러가 보낸 편지들 복사본이오",NA,"01:26:04,117","01:26:07,162"
"1489","1243","'10시간 후 ",NA,"01:26:07,370","01:26:08,621"
"1490","1243","벌레이오'",NA,"01:26:07,370","01:26:08,621"
"1491","1244","좀 봐주시겠어요?",NA,"01:26:08,788","01:26:10,498"
"1492","1245","형이 조디악이라고 생각하는군요",NA,"01:26:10,999","01:26:13,042"
"1493","1246","유력한 용의자죠 ",NA,"01:26:13,209","01:26:16,462"
"1494","1246","체포할 거예요?",NA,"01:26:13,209","01:26:16,462"
"1495","1247","부인, 관심이 있다고 체포하진 않아요",NA,"01:26:16,629","01:26:20,425"
"1496","1248","형은 항상 문제였어요 ",NA,"01:26:20,592","01:26:24,262"
"1497","1248","애들 얘기는 사실인가요?",NA,"01:26:20,592","01:26:24,262"
"1498","1249","사실이에요, 그걸 알곤 잘 만나질 않죠",NA,"01:26:24,929","01:26:28,850"
"1499","1250","돈 체니를 어떻게 생각해요?",NA,"01:26:29,017","01:26:31,311"
"1500","1251","제 옛 룸메이트요? 그가 제보했어요?",NA,"01:26:31,477","01:26:34,731"
"1501","1252","기밀입니다 ",NA,"01:26:34,898","01:26:38,193"
"1502","1252","믿을만한 친구예요",NA,"01:26:34,898","01:26:38,193"
"1503","1253","거짓말할 사람이 아니죠",NA,"01:26:38,359","01:26:41,529"
"1504","1254","이거요 ",NA,"01:26:41,696","01:26:42,906"
"1505","1254","뭐가요?",NA,"01:26:41,696","01:26:42,906"
"1506","1255","성탄절 철자에 S를 2개 써요",NA,"01:26:43,072","01:26:45,074"
"1507","1256","2년 전 성탄절 카드도 똑같이 썼거든요",NA,"01:26:45,241","01:26:49,287"
"1508","1257","""CHRIST-MASS"" ",NA,"01:26:49,454","01:26:51,831"
"1509","1257","가지고 계세요?",NA,"01:26:49,454","01:26:51,831"
"1510","1258","찾아볼게요 ",NA,"01:26:51,998","01:26:54,751"
"1511","1258","부탁합니다",NA,"01:26:51,998","01:26:54,751"
"1512","1259","더 도와드릴 거라도?",NA,"01:26:56,336","01:26:58,338"
"1513","1260","동생이 그의 집을 뒤져보겠다고 했어요",NA,"01:26:58,504","01:27:01,341"
"1514","1261","수색영장 필요 없겠군 ",NA,"01:27:01,507","01:27:03,843"
"1515","1261","현재로서는요",NA,"01:27:01,507","01:27:03,843"
"1516","1262","쓸만한 증거가 나오면",NA,"01:27:04,010","01:27:05,345"
"1517","1263","뮬라넥스가 검사한테 영장 받아낼 거예요",NA,"01:27:05,511","01:27:08,932"
"1518","1264","베리에사 살인 후 앨런을 만났던 경찰을 만나봤는데",NA,"01:27:09,098","01:27:13,144"
"1519","1265","살인자처럼 보이질 않아서",NA,"01:27:13,311","01:27:17,106"
"1520","1266","용의 선상에서 제외했대요 ",NA,"01:27:17,273","01:27:19,442"
"1521","1266","자넨 아니고?",NA,"01:27:17,273","01:27:19,442"
"1522","1267","의심이 가요 ",NA,"01:27:19,609","01:27:22,862"
"1523","1267","천천히 진행해",NA,"01:27:19,609","01:27:22,862"
"1524","1268","일치하는 필적을 찾아내는 게 급선무야",NA,"01:27:23,029","01:27:26,532"
"1525","1269","폴 전화야 ",NA,"01:27:26,699","01:27:29,702"
"1526","1269","엿 먹으라고 해",NA,"01:27:26,699","01:27:29,702"
"1527","1270","그대로 전해줄까? 아니면 더 심하게?",NA,"01:27:29,869","01:27:33,831"
"1528","1271","이 사람은 조디악이 아닐세",NA,"01:27:41,422","01:27:44,342"
"1529","1272","수표, 지원서 필체랑 똑같아요?",NA,"01:27:45,718","01:27:49,097"
"1530","1273","완벽하게 ",NA,"01:27:49,264","01:27:51,432"
"1531","1273","그럼 왼손이군요",NA,"01:27:49,264","01:27:51,432"
"1532","1274","양손잡이 확실해요 ",NA,"01:27:51,599","01:27:53,726"
"1533","1274","그렇게 완벽한",NA,"01:27:51,599","01:27:53,726"
"1534","1275","양손잡이는 없어",NA,"01:27:53,893","01:27:56,062"
"1535","1276","양손잡이라면 공통점이 있겠지",NA,"01:27:56,229","01:27:58,231"
"1536","1277","미안하네 이건 아니야",NA,"01:27:59,232","01:28:02,694"
"1537","1278","<i>",NA,"01:28:04,570","01:28:06,906"
"1538","1278","강력계입니다</i> ",NA,"01:28:04,570","01:28:06,906"
"1539","1278","뮬라넥스예요",NA,"01:28:04,570","01:28:06,906"
"1540","1279","<i>검사가 수색영장을</i> <i>내주지 않겠대요</i>",NA,"01:28:09,409","01:28:12,495"
"1541","1280","이유는요? ",NA,"01:28:12,662","01:28:14,330"
"1542","1280","증거 불충분",NA,"01:28:12,662","01:28:14,330"
"1543","1281","확실한 증거를 가져와야...",NA,"01:28:14,497","01:28:17,292"
"1544","1282","집을 못 뒤지는데 어떻게요?",NA,"01:28:17,458","01:28:19,377"
"1545","1283","<i>나도 몰라요</i>",NA,"01:28:19,544","01:28:21,254"
"1546","1284","정말 미안해요 <i>",NA,"01:28:21,421","01:28:24,799"
"1547","1284","아뇨, 수고했어요</i>",NA,"01:28:21,421","01:28:24,799"
"1548","1285","어쩌고 싶나? ",NA,"01:28:26,301","01:28:28,636"
"1549","1285","할 수 있는 게 없잖아요",NA,"01:28:26,301","01:28:28,636"
"1550","1286","수색영장 없이는 필적 샘플을 못 구해요",NA,"01:28:28,803","01:28:31,848"
"1551","1287","다른 용의자는 없나?",NA,"01:28:32,015","01:28:34,142"
"1552","1288","고작, 몇이지? ",NA,"01:28:34,309","01:28:37,562"
"1553","1288","2,300명?",NA,"01:28:34,309","01:28:37,562"
"1554","1289","좋아",NA,"01:28:38,187","01:28:39,647"
"1555","1290","좋아",NA,"01:28:42,900","01:28:44,444"
"1556","1291","폴, 법무부에 조디악 사건을",NA,"01:29:11,971","01:29:14,640"
"1557","1292","수사하겠다고 요청했어?",NA,"01:29:14,807","01:29:18,436"
"1558","1293","'1년 후 ",NA,"01:29:18,603","01:29:20,313"
"1559","1293","샌프란시스코'",NA,"01:29:18,603","01:29:20,313"
"1560","1294","제안한 거죠 ",NA,"01:29:20,480","01:29:22,982"
"1561","1294","회사 공문으로?",NA,"01:29:20,480","01:29:22,982"
"1562","1295","사건을 잘 아는 사람들끼리",NA,"01:29:23,149","01:29:27,153"
"1563","1296","서로 정보를 공유하고 의견을 나누자는 거였죠",NA,"01:29:27,320","01:29:29,655"
"1564","1297","자네가 대표로? ",NA,"01:29:29,822","01:29:32,575"
"1565","1297","적격이잖아요",NA,"01:29:29,822","01:29:32,575"
"1566","1298","표적이니",NA,"01:29:33,868","01:29:35,119"
"1567","1299","계속 근무하려면 술 끊고",NA,"01:29:36,120","01:29:39,832"
"1568","1300","지금 하는 일 당장 그만두고",NA,"01:29:39,999","01:29:43,002"
"1569","1301","수사를 맡겠다는 생각 버려",NA,"01:29:43,169","01:29:46,422"
"1570","1302","언제라도 기자로서의 제 능력이",NA,"01:29:46,589","01:29:49,759"
"1571","1303","이 회사에 안 맞다 생각되시면",NA,"01:29:49,926","01:29:55,139"
"1572","1304","언제든 자르세요",NA,"01:29:55,306","01:29:56,891"
"1573","1305","딴 데로 옮길게요 그러니까 걱정하지 마세요",NA,"01:29:57,058","01:30:00,186"
"1574","1306","진담일세!",NA,"01:30:00,353","01:30:02,188"
"1575","1307","폴! ",NA,"01:30:12,323","01:30:14,200"
"1576","1307","왜?",NA,"01:30:12,323","01:30:14,200"
"1577","1308","뭐였죠?",NA,"01:30:14,408","01:30:15,868"
"1578","1309","편집장과의 한판!",NA,"01:30:16,035","01:30:18,412"
"1579","1310","한잔할래? ",NA,"01:30:18,579","01:30:20,748"
"1580","1310","아침 10시예요",NA,"01:30:18,579","01:30:20,748"
"1581","1311","늦은 아침은? 이른 점심? ",NA,"01:30:20,915","01:30:25,628"
"1582","1311","폴",NA,"01:30:20,915","01:30:25,628"
"1583","1312","괜찮아요?",NA,"01:30:28,339","01:30:30,007"
"1584","1313","아니",NA,"01:30:30,716","01:30:32,051"
"1585","1314","물어봐 줘서 고마워",NA,"01:30:35,221","01:30:37,056"
"1586","1315","쇼티!",NA,"01:30:39,308","01:30:40,476"
"1587","1316","한잔하러 가요 ",NA,"01:30:40,643","01:30:43,563"
"1588","1316","폴, 어디 가?",NA,"01:30:40,643","01:30:43,563"
"1589","1317","<i>아주버니 수사</i> <i>포기했어요?</i>",NA,"01:30:45,523","01:30:47,233"
"1590","1318","영장을 못 받았어요",NA,"01:30:48,109","01:30:50,236"
"1591","1319","'1972년 9월 7일 벌레이오'",NA,"01:30:50,403","01:30:51,779"
"1592","1320","작년에 아주버니를 사회복지사에게 연결했는데",NA,"01:30:51,946","01:30:55,032"
"1593","1321","두 번만 갔죠 최근에 9개월 만에 처음 봤어요",NA,"01:30:55,199","01:30:59,912"
"1594","1322","어머니가 아기를 보여준다며 데려오셨죠",NA,"01:31:00,079","01:31:03,040"
"1595","1323","아주버님이 떠난 뒤 상담을 담당했던 분을 만났는데",NA,"01:31:03,207","01:31:06,210"
